requirement_id,type,category,priority,owner,linked_epics,evidence_or_test,status,file,owning_context,consumer_contexts
REQ-RUNTIME-008,CONTRATO,RUNTIME,P1,ADR-014,EPIC-004/EPIC-031,test_runtime_decision_8,ACCEPTED,REQ-RUNTIME-008-frontend-api-e-cli-preservam-semantica-equivalente-sobre-os-mesmos-appli.md,BC-001,BC-001/BC-016
REQ-RUNTIME-009,NAO_FUNCIONAL,RUNTIME,P1,ADR-055,EPIC-039/EPIC-076,test_runtime_decision_9,ACCEPTED,REQ-RUNTIME-009-sinais-operacionais-aplicam-cardinalidade-limitada-redaction-e-correlaca.md,BC-014,BC-014
REQ-RUNTIME-010,CONTRATO,RUNTIME,P1,ADR-017,EPIC-011/EPIC-039,test_runtime_decision_10,ACCEPTED,REQ-RUNTIME-010-readiness-e-capability-gates-sao-explicitos-versionados-e-testaveis.md,BC-002,BC-002/BC-014
REQ-SCH-001,FUNCIONAL,SCH,P0,ADR-012,EPIC-019/EPIC-068,test_class_aware_weighted_fair_scheduler_aging_and_no_starvation,PENDING,REQ-SCH-001-jobs-devem-ser-escalonados-por-classes-weighted-fairness-e-aging-sem-sta.md,BC-010,BC-010
REQ-SCH-002,FUNCIONAL,SCH,P0,ADR-039,EPIC-018/EPIC-068,test_hierarchical_dag_chunk_limits_backpressure_leases_and_safe_boundaries,PENDING,REQ-SCH-002-a-decomposicao-deve-usar-dag-hierarquico-chunks-limitados-backpressure-l.md,BC-010,BC-010
REQ-SCH-003,FUNCIONAL,SCH,P0,ADR-037,EPIC-050/EPIC-068/EPIC-082,test_device_aware_gpu_leases_vram_budgets_model_residency_and_explicit_fallback,PENDING,REQ-SCH-003-gpus-devem-usar-leases-device-aware-budgets-de-vram-e-fallback-somente-q.md,BC-009,BC-009/BC-010/BC-014
REQ-SCH-004,FUNCIONAL,SCH,P0,ADR-039,EPIC-040/EPIC-068,test_policy_quotas_reservations_circuit_breakers_containment_and_effective_priority_audit,PENDING,REQ-SCH-004-politicas-versionadas-devem-impor-quotas-reservas-circuit-breakers-e-con.md,BC-014,BC-014/BC-010
REQ-SCL-001,FUNCIONAL,SCL,P0,ADR-053,EPIC-018/EPIC-019/EPIC-040,test_batches_40_100_300_memory_checkpoint_backpressure,PENDING,REQ-SCL-001-a-arquitetura-processa-lotes-usuais-de-40-a-300-imagens-por-batch-hierar.md,BC-010,BC-010/BC-014
REQ-SCL-002,FUNCIONAL,SCL,P0,ADR-053,EPIC-034/EPIC-037,test_server_pagination_filter_stream_export,PENDING,REQ-SCL-002-consulta-e-exportacao-de-lotes-usam-paginacao-filtros-e-streaming-server.md,BC-016,BC-016/BC-012
REQ-SCM-001,FUNCIONAL,SCM,P0,ADR-053,EPIC-004/EPIC-105,test_versioned_schema_registry_reader_writer_compatibility_window_and_unknown_major_rejection,PENDING,REQ-SCM-001-schemas-de-banco-api-eventos-manifests-e-artifacts-devem-possuir-versoes.md,BC-001,BC-001/BC-013
REQ-SCM-002,FUNCIONAL,SCM,P0,ADR-026,EPIC-012/EPIC-106,test_expand_migrate_contract_chunked_backfill_resume_invariants_and_irreversibility,PENDING,REQ-SCM-002-migrations-devem-usar-preflight-fases-compativeis-backfill-chunked-check.md,BC-003,BC-003/BC-015
REQ-SCM-003,FUNCIONAL,SCM,P0,ADR-053,EPIC-037/EPIC-105,test_immutable_artifact_read_adapters_lineage_preserving_rematerialization_and_supersession,PENDING,REQ-SCM-003-artifacts-historicos-devem-permanecer-imutaveis-e-qualquer-rematerializa.md,BC-012,BC-012/BC-013
REQ-SCM-004,NAO_FUNCIONAL,SCM,P0,ADR-035,EPIC-071/EPIC-072/EPIC-106,test_upgrade_rollback_compatibility_matrix_downgrade_blockers_forward_fix_and_restore,PENDING,REQ-SCM-004-upgrade-rollback-e-downgrade-devem-avaliar-compatibilidade-e-bloquear-op.md,BC-013,BC-013/BC-014/BC-015
REQ-SCP-001,FUNCIONAL,SCP,P0,ADR-053,EPIC-021/EPIC-028,test_cross_decade_corpus_and_no_temporal_hardcode,PENDING,REQ-SCP-001-o-pipeline-e-a-ux-suportam-imagens-atuais-e-historicas-de-diferentes-dec.md,BC-007,BC-007
REQ-SDR-001,FUNCIONAL,SDR,P1,ADR-053,EPIC-023/EPIC-028/EPIC-050,test_hierarchical_seeds_rng_inventory_stable_ordering_and_checkpoint_compatibility,PENDING,REQ-SDR-001-cada-attempt-deve-derivar-e-registrar-seeds-hierarquicas-e-inventario-de.md,BC-006,BC-006/BC-007/BC-009
REQ-SDR-002,FUNCIONAL,SDR,P1,ADR-053,EPIC-024/EPIC-028/EPIC-050,test_tiered_cpu_gpu_runner_numerical_decision_and_artifact_equivalence,PENDING,REQ-SDR-002-equivalencia-entre-runners-e-dispositivos-deve-ser-avaliada-por-niveis-e.md,BC-007,BC-007/BC-009
REQ-SDR-003,NAO_FUNCIONAL,SDR,P1,ADR-053,EPIC-028/EPIC-050/EPIC-082,test_nondeterministic_capability_declaration_repeatability_probes_and_bounded_consensus,PENDING,REQ-SDR-003-operacoes-nao-deterministicas-devem-declarar-capacidade-executar-probes.md,BC-007,BC-007/BC-009/BC-014
REQ-SDR-004,NAO_FUNCIONAL,SDR,P1,ADR-053,EPIC-028/EPIC-037/EPIC-049,test_scientific_reproducibility_record_replay_levels_promotion_matrix_and_retention,PENDING,REQ-SDR-004-replay-cientifico-e-promocao-devem-preservar-hashes-do-ambiente-e-classi.md,BC-007,BC-007/BC-012/BC-013
REQ-SGVCAL-001,NAO_FUNCIONAL,SGVCAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_001,ACCEPTED,REQ-SGVCAL-001-invariantes-duras-e-sgvprofile-sao-imutaveis-por-estrato.md,BC-001,BC-001/BC-005/BC-007
REQ-SGVCAL-002,NAO_FUNCIONAL,SGVCAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_002,ACCEPTED,REQ-SGVCAL-002-toda-metrica-declara-espaco-unidade-direcao-e-normalizacao.md,BC-001,BC-001/BC-005/BC-007
REQ-SGVCAL-003,NAO_FUNCIONAL,SGVCAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_003,ACCEPTED,REQ-SGVCAL-003-erros-usam-distribuicoes-robustas-de-transferencia-simetrica.md,BC-001,BC-001/BC-005/BC-007
REQ-SGVCAL-004,NAO_FUNCIONAL,SGVCAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_004,ACCEPTED,REQ-SGVCAL-004-coverage-e-multidimensional-e-inclui-leverage-e-suporte-espacial.md,BC-001,BC-001/BC-005/BC-007
REQ-SGVCAL-005,NAO_FUNCIONAL,SGVCAL,P0,ADR-009,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_005,ACCEPTED,REQ-SGVCAL-005-condicionamento-degenerescencia-e-estabilidade-leave-one-out-sao-obrigat.md,BC-001,BC-001/BC-005/BC-007
REQ-SGVCAL-006,NAO_FUNCIONAL,SGVCAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_006,ACCEPTED,REQ-SGVCAL-006-deformacao-local-e-medida-por-jacobiano-adaptativo.md,BC-001,BC-001/BC-005/BC-007
REQ-SGVCAL-007,NAO_FUNCIONAL,SGVCAL,P1,ADR-002,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_007,ACCEPTED,REQ-SGVCAL-007-footprint-topologia-crs-e-plausibilidade-contextual-sao-validados.md,BC-001,BC-001/BC-005/BC-007
REQ-SGVCAL-008,NAO_FUNCIONAL,SGVCAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_008,ACCEPTED,REQ-SGVCAL-008-calibracao-e-estratificada-com-holdout-cego-e-budget-de-falso-aceite.md,BC-001,BC-001/BC-005/BC-007
REQ-SGVCAL-009,NAO_FUNCIONAL,SGVCAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_009,ACCEPTED,REQ-SGVCAL-009-zona-cinzenta-e-governada-sem-override-de-hard-gate.md,BC-001,BC-001/BC-005/BC-007
REQ-SGVCAL-010,NAO_FUNCIONAL,SGVCAL,P1,ADR-046,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_010,ACCEPTED,REQ-SGVCAL-010-profile-e-evidence-sao-promovidos-por-shadow-canary-e-possuem-rollback.md,BC-001,BC-001/BC-005/BC-007
REQ-SMO-001,NAO_FUNCIONAL,SMO,P0,ADR-039,EPIC-040/EPIC-069,test_scheduler_low_cardinality_metrics_correlated_event_ledger_and_timeline,PENDING,REQ-SMO-001-scheduler-deve-emitir-metricas-agregadas-e-eventos-correlacionados-sem-l.md,BC-014,BC-014/BC-010
REQ-SMO-002,FUNCIONAL,SMO,P1,ADR-040,EPIC-034/EPIC-069,test_stage_work_units_progress_eta_range_confidence_replanning_and_unknown_state,PENDING,REQ-SMO-002-progresso-e-estimativas-devem-usar-unidades-por-estagio-throughput-obser.md,BC-016,BC-016/BC-010
REQ-SMO-003,FUNCIONAL,SMO,P1,ADR-012,EPIC-040/EPIC-069,test_class_slos_wait_starvation_stalled_jobs_gpu_lease_and_breaker_recovery_alerts,PENDING,REQ-SMO-003-slos-por-classe-devem-detectar-espera-starvation-jobs-sem-progresso-leas.md,BC-014,BC-014/BC-010
REQ-SMO-004,NAO_FUNCIONAL,SMO,P1,ADR-030,EPIC-034/EPIC-069/EPIC-075,test_role_based_scheduler_diagnostics_safe_controls_and_append_only_audit,PENDING,REQ-SMO-004-dashboard-role-based-deve-explicar-bloqueios-prioridade-efetiva-e-acoes.md,BC-016,BC-016/BC-010/BC-014
REQ-SPRINT-001-001,FUNCIONAL,SPRINT,P1,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_01,PENDING,REQ-SPRINT-001-001-limitar-a-sprint-001-ao-conjunto-minimo-necessario-ao-executable-foundat.md,BC-001,BC-001
REQ-SPRINT-001-002,FUNCIONAL,SPRINT,P1,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_02,PENDING,REQ-SPRINT-001-002-derivar-a-selecao-de-issues-pelo-grafo-de-gates-dependencias-requisitos.md,BC-001,BC-001
REQ-SPRINT-001-003,FUNCIONAL,SPRINT,P1,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_03,PENDING,REQ-SPRINT-001-003-executar-ondas-verticais-pequenas-integraveis-e-orientadas-a-evidencias.md,BC-001,BC-001
REQ-SPRINT-001-004,FUNCIONAL,SPRINT,P1,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_04,PENDING,REQ-SPRINT-001-004-criar-scaffold-minimo-preservando-fronteiras-de-core-api-e-runners.md,BC-001,BC-001
REQ-SPRINT-001-005,FUNCIONAL,SPRINT,P1,ADR-012,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_05,PENDING,REQ-SPRINT-001-005-versionar-e-exercitar-somente-os-contracts-essenciais-do-walking-skeleto.md,BC-001,BC-001
REQ-SPRINT-001-006,FUNCIONAL,SPRINT,P1,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_06,PENDING,REQ-SPRINT-001-006-implementar-job-diagnostico-sintetico-ponta-a-ponta-sem-georreferenciame.md,BC-001,BC-001
REQ-SPRINT-001-007,NAO_FUNCIONAL,SPRINT,P1,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_07,PENDING,REQ-SPRINT-001-007-aplicar-gate-progressivo-de-ci-proporcional-as-capacidades-presentes.md,BC-001,BC-001
REQ-SPRINT-001-008,FUNCIONAL,SPRINT,P0,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_08,PENDING,REQ-SPRINT-001-008-produzir-sprintevidenceset-imutavel-machine-readable-e-resumido-para-hum.md,BC-001,BC-001
REQ-SPRINT-001-009,FUNCIONAL,SPRINT,P1,ADR-008,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_09,PENDING,REQ-SPRINT-001-009-encerrar-sprint-001-por-evidencia-e-controlar-extensoes-por-blockers-dir.md,BC-001,BC-001
REQ-SPRINT-001-010,FUNCIONAL,SPRINT,P1,ADR-035,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_10,PENDING,REQ-SPRINT-001-010-liberar-primeira-fatia-funcional-somente-por-cutover-explicito-apos-foun.md,BC-001,BC-001
REQ-SRC-001,FUNCIONAL,SRC,P0,ADR-047,EPIC-027,ssrf_provider_gateway,PENDING,REQ-SRC-001-fontes-remotas-passam-por-allowlist-timeout-limite-e-protecao-ssrf.md,BC-005,BC-005
REQ-SRC-002,FUNCIONAL,SRC,P0,ADR-047,EPIC-027/EPIC-041,test_free_download_only_and_purchase_blocked,PENDING,REQ-SRC-002-aquisicao-automatizada-baixa-somente-ativos-gratuitos-e-autorizados-o-si.md,BC-005,BC-005/BC-014
REQ-SRC-003,NAO_FUNCIONAL,SRC,P0,ADR-047,EPIC-041/EPIC-058,test_provider_capability_contract_allowlist_ssrf_no_purchase,PENDING,REQ-SRC-003-fontes-externas-sao-integradas-por-gateway-de-capacidades-com-adapters-a.md,BC-014,BC-014/BC-005
REQ-SRC-004,FUNCIONAL,SRC,P0,ADR-047,EPIC-033/EPIC-059,test_guided_bounded_search_ranking_uncertainty_reproducible,PENDING,REQ-SRC-004-busca-espaciotemporal-usa-aoi-epoca-incerteza-expansao-limitada-orcament.md,BC-016,BC-016/BC-005
REQ-SRC-005,FUNCIONAL,SRC,P0,ADR-047,EPIC-029/EPIC-060,test_free_acquisition_policy_states_fail_closed_paid_ambiguous,PENDING,REQ-SRC-005-pesquisa-selecao-download-e-uso-de-referencia-sao-estados-distintos-aqui.md,BC-004,BC-004/BC-005
REQ-SRG-001,NAO_FUNCIONAL,SRG,P1,ADR-053,EPIC-028,test_layered_versioned_stratified_scientific_baselines_sentinels_and_blind_promotion_set,PENDING,REQ-SRG-001-baselines-cientificos-devem-ser-versionados-estratificados-e-separados-e.md,BC-007,BC-007
REQ-SRG-002,NAO_FUNCIONAL,SRG,P1,ADR-053,EPIC-005/EPIC-028,test_change_impact_graph_mandatory_tiers_and_full_promotion_matrix,PENDING,REQ-SRG-002-selecao-de-testes-deve-usar-grafo-de-impacto-com-tiers-obrigatorios-e-ma.md,BC-001,BC-001/BC-007
REQ-SRG-003,NAO_FUNCIONAL,SRG,P0,ADR-053,EPIC-028/EPIC-043,test_multidimensional_promotion_gate_stratified_budgets_uncertainty_and_no_hard_gate_compensation,PENDING,REQ-SRG-003-promocao-deve-aplicar-gate-multidimensional-sem-compensacao-de-hard-gate.md,BC-007,BC-007/BC-015
REQ-SRG-004,NAO_FUNCIONAL,SRG,P1,ADR-053,EPIC-028/EPIC-043/EPIC-049,test_versioned_scientific_pipeline_bundle_dual_run_pinning_atomic_promotion_and_rollback,PENDING,REQ-SRG-004-bundles-cientificos-devem-coexistir-permitir-canary-dual-run-pinning-e-r.md,BC-007,BC-007/BC-015/BC-013
REQ-SRP-001,NAO_FUNCIONAL,SRP,P1,ADR-053,EPIC-040/EPIC-104,test_scheduler_execution_snapshot_selective_immutable_redacted_and_versioned,PENDING,REQ-SRP-001-cada-attempt-deve-preservar-snapshot-seletivo-e-imutavel-de-policy-plano.md,BC-014,BC-014/BC-010
REQ-SRP-002,FUNCIONAL,SRP,P1,ADR-037,EPIC-005/EPIC-104,test_offline_scheduler_decision_replay_without_scientific_workload_or_providers,PENDING,REQ-SRP-002-decisoes-de-admissao-fairness-leases-backpressure-e-breakers-devem-poder.md,BC-001,BC-001/BC-010
REQ-SRP-003,FUNCIONAL,SRP,P1,ADR-053,EPIC-037/EPIC-104,test_invariant_equivalence_divergence_classification_and_first_causal_event,PENDING,REQ-SRP-003-replay-deve-comparar-invariantes-e-classificar-divergencias-operacionais.md,BC-012,BC-012/BC-010
REQ-SRP-004,NAO_FUNCIONAL,SRP,P1,ADR-053,EPIC-073/EPIC-076/EPIC-104,test_signed_redacted_retained_scheduler_reproduction_bundle_limits,PENDING,REQ-SRP-004-bundles-de-reproducao-devem-ser-assinados-redigidos-sujeitos-a-retencao.md,BC-013,BC-013/BC-014/BC-010
REQ-SUP-001,NAO_FUNCIONAL,SUP,P0,ADR-024,EPIC-005/EPIC-080,test_release_sbom_signature_provenance_immutable_pins,PENDING,REQ-SUP-001-releases-possuem-lockfiles-sbom-scanning-checksums-assinatura-oci-e-prov.md,BC-001,BC-001/BC-015
REQ-TOOL-001,NAO_FUNCIONAL,TOOL,P1,ADR-035,EPIC-001/EPIC-002,test_python_312_primary_and_upgrade_gates,ACCEPTED,REQ-TOOL-001-python-3-12-runtime-primario-com-upgrade-controlado-para-3-13-e-3-14.md,BC-001,BC-001
REQ-TOOL-002,NAO_FUNCIONAL,TOOL,P1,ADR-001,EPIC-001/EPIC-002,test_uv_lock_frozen,ACCEPTED,REQ-TOOL-002-dependencias-python-usam-uv-workspace-e-lock-frozen.md,BC-001,BC-001
REQ-TOOL-003,NAO_FUNCIONAL,TOOL,P1,ADR-011,EPIC-004,test_fastapi_openapi_contract,ACCEPTED,REQ-TOOL-003-fastapi-pydantic-permanecem-no-adapter-http.md,BC-001,BC-001
REQ-TOOL-004,NAO_FUNCIONAL,TOOL,P1,ADR-018,EPIC-012/EPIC-013,test_sqlalchemy_alembic_postgis,ACCEPTED,REQ-TOOL-004-persistencia-usa-sqlalchemy-2-alembic-e-permite-sql-postgis-explicito.md,BC-003,BC-003/BC-013
REQ-TOOL-005,NAO_FUNCIONAL,TOOL,P1,ADR-001,EPIC-002/EPIC-004/EPIC-012,test_model_boundary_architecture,ACCEPTED,REQ-TOOL-005-dominio-transporte-e-persistencia-possuem-modelos-separados.md,BC-001,BC-001/BC-003
REQ-TOOL-006,NAO_FUNCIONAL,TOOL,P1,ADR-009,EPIC-005,test_ruff_mypy_gate,ACCEPTED,REQ-TOOL-006-ruff-e-mypy-integram-os-gates.md,BC-001,BC-001
REQ-TOOL-007,NAO_FUNCIONAL,TOOL,P1,ADR-018,EPIC-005/EPIC-028,test_pytest_real_services,ACCEPTED,REQ-TOOL-007-integracoes-aplicaveis-usam-postgis-e-rabbitmq-reais.md,BC-001,BC-001/BC-007
REQ-TOOL-008,NAO_FUNCIONAL,TOOL,P1,ADR-014,EPIC-031/EPIC-043,test_node_pnpm_lock,ACCEPTED,REQ-TOOL-008-frontend-usa-node-24-lts-e-pnpm-frozen.md,BC-016,BC-016/BC-015
REQ-TOOL-009,NAO_FUNCIONAL,TOOL,P1,ADR-014,EPIC-005/EPIC-031,test_frontend_strict_and_browser,ACCEPTED,REQ-TOOL-009-frontend-opera-em-typescript-strict-com-vitest-testing-library-e-playwri.md,BC-001,BC-001/BC-016
REQ-TOOL-010,NAO_FUNCIONAL,TOOL,P1,ADR-001,EPIC-001/EPIC-043,test_make_ci_parity,ACCEPTED,REQ-TOOL-010-make-oferece-entrypoints-equivalentes-em-local-e-ci.md,BC-001,BC-001/BC-015
REQ-TOP-001,FUNCIONAL,TOP,P0,ADR-014,EPIC-003/EPIC-004/EPIC-015,cli_api_semantic_contract,PENDING,REQ-TOP-001-cli-api-e-frontend-usam-o-mesmo-nucleo-de-aplicacao-e-contratos-compativ.md,BC-001,BC-001/BC-010
REQ-TST-001,FUNCIONAL,TST,P0,ADR-053,EPIC-006/EPIC-028/EPIC-092,test_corpus_license_hash_split_and_access_integrity,PENDING,REQ-TST-001-dados-de-teste-seguem-piramide-de-fixtures-integracao-externa-validacao.md,BC-001,BC-001/BC-007
REQ-UPG-001,NAO_FUNCIONAL,UPG,P0,ADR-035,EPIC-071/EPIC-072/EPIC-081,test_orchestrated_upgrade_preflight_migrations_rollback_restore,PENDING,REQ-UPG-001-upgrades-usam-fases-explicitas-e-matriz-de-compatibilidade-sao-precedido.md,BC-013,BC-013/BC-014/BC-015
REQ-UPG-002,NAO_FUNCIONAL,UPG,P0,ADR-026,EPIC-012/EPIC-106/EPIC-107,test_singleton_upgrade_controller_lease_preflight_checkpoint_resume_and_split_brain_prevention,PENDING,REQ-UPG-002-migrations-devem-ser-executadas-por-controlador-exclusivo-com-lease-pref.md,BC-003,BC-003/BC-015
REQ-UPG-003,NAO_FUNCIONAL,UPG,P0,ADR-035,EPIC-005/EPIC-075/EPIC-107,test_post_migration_multidimensional_evidence_gate_canary_and_atomic_cutover,PENDING,REQ-UPG-003-cutover-deve-depender-de-evidence-gate-multidimensional-incluindo-invari.md,BC-001,BC-001/BC-014/BC-015
REQ-UPG-004,NAO_FUNCIONAL,UPG,P0,ADR-035,EPIC-072/EPIC-105/EPIC-107,test_phase_aware_recovery_writer_blocking_forward_fix_compatible_rollback_and_validated_restore,PENDING,REQ-UPG-004-falhas-devem-seguir-recuperacao-por-fase-bloqueando-writers-em-estado-in.md,BC-014,BC-014/BC-013/BC-015
REQ-UPG-005,NAO_FUNCIONAL,UPG,P1,ADR-035,EPIC-004/EPIC-105/EPIC-107,test_phased_rollout_limited_mixed_version_window_drain_and_long_job_pinning,PENDING,REQ-UPG-005-rollout-faseado-limita-versoes-mistas-drena-writers-e-fixa-jobs-longos-a.md,BC-001,BC-001/BC-013/BC-015
REQ-UX-001,FUNCIONAL,UX,P0,ADR-014,EPIC-031/EPIC-032,e2e_no_terminal_primary_workflow,PENDING,REQ-UX-001-operacoes-normais-de-selecao-configuracao-submissao-acompanhamento-e-rev.md,BC-016,BC-016
REQ-UX-002,NAO_FUNCIONAL,UX,P0,ADR-014,EPIC-004/EPIC-029/EPIC-033,test_no_duplicate_modes_processing_plan_roundtrip,PENDING,REQ-UX-002-capacidades-como-bootstrap-busca-espacial-e-ia-compoem-planos-versionado.md,BC-001,BC-001/BC-004/BC-016
REQ-UX-003,FUNCIONAL,UX,P1,ADR-014,EPIC-036,visual_examples_license_accessibility_e2e,PENDING,REQ-UX-003-o-produto-oferece-aprendizagem-visual-exemplos-licenciados-ou-sinteticos.md,BC-016,BC-016
REQ-WORKER-001,NAO_FUNCIONAL,WORKER,P1,ADR-006,EPIC-002/EPIC-014/EPIC-039,test_req_worker_001,ACCEPTED,REQ-WORKER-001-taskenvelope-e-minimo-versionado-e-contem-somente-ids-versao-e-contexto.md,BC-001,BC-001/BC-010/BC-014
REQ-WORKER-002,NAO_FUNCIONAL,WORKER,P1,ADR-012,EPIC-002/EPIC-014/EPIC-039,test_req_worker_002,ACCEPTED,REQ-WORKER-002-existem-poucas-filas-duraveis-por-classe-de-workload-sem-fila-dinamica-p.md,BC-001,BC-001/BC-010/BC-014
REQ-WORKER-003,NAO_FUNCIONAL,WORKER,P1,ADR-037,EPIC-002/EPIC-014/EPIC-039,test_req_worker_003,ACCEPTED,REQ-WORKER-003-ack-ocorre-somente-apos-commit-autoritativo-e-prefetch-e-calibrado-por-w.md,BC-001,BC-001/BC-010/BC-014
REQ-WORKER-004,NAO_FUNCIONAL,WORKER,P1,ADR-037,EPIC-002/EPIC-014/EPIC-039,test_req_worker_004,ACCEPTED,REQ-WORKER-004-workers-usam-prefork-reciclavel-e-isolamento-explicito-de-processos-subp.md,BC-001,BC-001/BC-010/BC-014
REQ-WORKER-005,NAO_FUNCIONAL,WORKER,P1,ADR-018,EPIC-002/EPIC-014/EPIC-039,test_req_worker_005,ACCEPTED,REQ-WORKER-005-leases-persistem-em-postgresql-com-fencing-token-e-expiracao-verificavel.md,BC-001,BC-001/BC-010/BC-014
REQ-WORKER-006,NAO_FUNCIONAL,WORKER,P1,ADR-037,EPIC-002/EPIC-014/EPIC-039,test_req_worker_006,ACCEPTED,REQ-WORKER-006-retry-segue-taxonomia-de-dominio-poison-messages-entram-em-quarantine-au.md,BC-001,BC-001/BC-010/BC-014
REQ-WORKER-007,NAO_FUNCIONAL,WORKER,P1,ADR-020,EPIC-002/EPIC-014/EPIC-039,test_req_worker_007,ACCEPTED,REQ-WORKER-007-scheduler-e-outbox-sao-autoritativos-para-dag-despacho-e-redelivery.md,BC-001,BC-001/BC-010/BC-014
REQ-WORKER-008,NAO_FUNCIONAL,WORKER,P1,ADR-012,EPIC-002/EPIC-014/EPIC-039,test_req_worker_008,ACCEPTED,REQ-WORKER-008-progresso-e-persistente-monotonico-e-reconciliavel-entre-sse-e-polling.md,BC-001,BC-001/BC-010/BC-014
REQ-WORKER-009,NAO_FUNCIONAL,WORKER,P1,ADR-037,EPIC-002/EPIC-014/EPIC-039,test_req_worker_009,ACCEPTED,REQ-WORKER-009-cancelamento-atua-somente-em-safe-points-e-preserva-consistencia-publica.md,BC-001,BC-001/BC-010/BC-014
REQ-WORKER-010,NAO_FUNCIONAL,WORKER,P1,ADR-034,EPIC-002/EPIC-014/EPIC-039,test_req_worker_010,ACCEPTED,REQ-WORKER-010-readiness-drain-shutdown-e-retomada-sao-governados-e-testados-por-fault.md,BC-001,BC-001/BC-010/BC-014
