task_id,story_id,issue_id,sprint_id,bounded_context,specifications,status
TASK-0731,STORY-0731,ISSUE-0841,SPRINT-005,BC-007,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0732,STORY-0732,ISSUE-0842,SPRINT-005,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0733,STORY-0733,ISSUE-0843,SPRINT-005,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0734,STORY-0734,ISSUE-0844,SPRINT-005,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0735,STORY-0735,ISSUE-0845,SPRINT-005,BC-007,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0736,STORY-0736,ISSUE-0846,SPRINT-005,BC-007,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0737,STORY-0737,ISSUE-0847,SPRINT-005,BC-007,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0738,STORY-0738,ISSUE-0848,SPRINT-009,BC-016,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0739,STORY-0739,ISSUE-0849,SPRINT-009,BC-016,SPEC-001/SPEC-004,PASS
TASK-0740,STORY-0740,ISSUE-0850,SPRINT-009,BC-016,SPEC-001/SPEC-004,PASS
TASK-0741,STORY-0741,ISSUE-0851,SPRINT-009,BC-016,SPEC-001/SPEC-004,PASS
TASK-0742,STORY-0742,ISSUE-0852,SPRINT-009,BC-016,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0743,STORY-0743,ISSUE-0853,SPRINT-010,BC-012,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0744,STORY-0744,ISSUE-0854,SPRINT-010,BC-012,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0745,STORY-0745,ISSUE-0855,SPRINT-011,BC-014,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0746,STORY-0746,ISSUE-0856,SPRINT-011,BC-014,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0747,STORY-0747,ISSUE-0857,SPRINT-002,BC-014,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0748,STORY-0748,ISSUE-0858,SPRINT-002,BC-014,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0749,STORY-0749,ISSUE-0859,SPRINT-002,BC-014,SPEC-001/SPEC-004,PASS
TASK-0750,STORY-0750,ISSUE-0860,SPRINT-006,BC-009,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0751,STORY-0751,ISSUE-0861,SPRINT-006,BC-009,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0752,STORY-0752,ISSUE-0862,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0753,STORY-0753,ISSUE-0863,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0754,STORY-0754,ISSUE-0864,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0755,STORY-0755,ISSUE-0865,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0756,STORY-0756,ISSUE-0866,SPRINT-001,BC-001,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0757,STORY-0757,ISSUE-0867,SPRINT-001,BC-001,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0758,STORY-0758,ISSUE-0868,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0759,STORY-0759,ISSUE-0869,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
TASK-0760,STORY-0760,ISSUE-0870,SPRINT-001,BC-001,SPEC-001/SPEC-004,PASS
