requirement_id,type,priority,owner,governing_adrs,linked_epics,evidence_or_test,conflict,redundancy,missing,impossible,status
REQ-SGVCAL-008,NAO_FUNCIONAL,P1,BP-002,ADR-051/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_008,NONE,NONE,NO,NO,PASS
REQ-SGVCAL-009,NAO_FUNCIONAL,P1,ADR-046,ADR-051/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_009,NONE,NONE,NO,NO,PASS
REQ-SGVCAL-010,NAO_FUNCIONAL,P1,BP-002,ADR-051/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-005/EPIC-022/EPIC-028,test_req_sgvcal_010,NONE,NONE,NO,NO,PASS
REQ-SMO-001,NAO_FUNCIONAL,P0,ADR-039,ADR-039/ADR-041/ADR-050,EPIC-040/EPIC-069,test_scheduler_low_cardinality_metrics_correlated_event_ledger_and_timeline,NONE,NONE,NO,NO,PASS
REQ-SMO-002,FUNCIONAL,P1,ADR-039,ADR-046/ADR-039/ADR-048,EPIC-034/EPIC-069,test_stage_work_units_progress_eta_range_confidence_replanning_and_unknown_state,NONE,NONE,NO,NO,PASS
REQ-SMO-003,FUNCIONAL,P1,ADR-039,ADR-039/ADR-041/ADR-050,EPIC-040/EPIC-069,test_class_slos_wait_starvation_stalled_jobs_gpu_lease_and_breaker_recovery_alerts,NONE,NONE,NO,NO,PASS
REQ-SMO-004,NAO_FUNCIONAL,P1,ADR-039,ADR-046/ADR-039/ADR-048/ADR-054/ADR-050/ADR-026,EPIC-034/EPIC-069/EPIC-075,test_role_based_scheduler_diagnostics_safe_controls_and_append_only_audit,NONE,NONE,NO,NO,PASS
REQ-SPRINT-001-001,FUNCIONAL,P1,AP-008,ADR-002/ADR-018/ADR-036/ADR-034/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_01,NONE,NONE,NO,NO,PASS
REQ-SPRINT-001-002,FUNCIONAL,P1,AP-008,ADR-002/ADR-018/ADR-036/ADR-034/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_02,NONE,NONE,NO,NO,PASS
REQ-SPRINT-001-003,FUNCIONAL,P1,AP-008,ADR-002/ADR-018/ADR-036/ADR-034/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_03,NONE,NONE,NO,NO,PASS
REQ-SPRINT-001-004,FUNCIONAL,P1,AP-008,ADR-002/ADR-018/ADR-036/ADR-034/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_04,NONE,NONE,NO,NO,PASS
REQ-SPRINT-001-005,FUNCIONAL,P1,AP-008,ADR-002/ADR-018/ADR-036/ADR-034/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_05,NONE,NONE,NO,NO,PASS
REQ-SPRINT-001-006,FUNCIONAL,P1,AP-008,ADR-002/ADR-018/ADR-036/ADR-034/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_06,NONE,NONE,NO,NO,PASS
REQ-SPRINT-001-007,NAO_FUNCIONAL,P1,AP-008,ADR-002/ADR-018/ADR-036/ADR-034/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_07,NONE,NONE,NO,NO,PASS
REQ-SPRINT-001-008,FUNCIONAL,P0,AP-008,ADR-002/ADR-018/ADR-036/ADR-034/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_08,NONE,NONE,NO,NO,PASS
REQ-SPRINT-001-009,FUNCIONAL,P1,AP-008,ADR-002/ADR-018/ADR-036/ADR-034/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_09,NONE,NONE,NO,NO,PASS
REQ-SPRINT-001-010,FUNCIONAL,P1,AP-008,ADR-002/ADR-018/ADR-036/ADR-034/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002/EPIC-086/EPIC-110,test_sprint_zero_baseline_decision_10,NONE,NONE,NO,NO,PASS
REQ-SRC-001,FUNCIONAL,P0,ADR-047,ADR-047,EPIC-027,ssrf_provider_gateway,NONE,NONE,NO,NO,PASS
REQ-SRC-002,FUNCIONAL,P0,ADR-047,ADR-002/ADR-018/ADR-028/ADR-034/ADR-047,EPIC-027/EPIC-041,test_free_download_only_and_purchase_blocked,NONE,NONE,NO,NO,PASS
REQ-SRC-003,NAO_FUNCIONAL,P0,ADR-047,ADR-051/ADR-002/ADR-018/ADR-028/ADR-034/ADR-047/ADR-041/ADR-049,EPIC-041/EPIC-058,test_provider_capability_contract_allowlist_ssrf_no_purchase,NONE,NONE,NO,NO,PASS
REQ-SRC-004,FUNCIONAL,P0,ADR-047,ADR-051/ADR-044/ADR-047,EPIC-033/EPIC-059,test_guided_bounded_search_ranking_uncertainty_reproducible,NONE,NONE,NO,NO,PASS
REQ-SRC-005,FUNCIONAL,P0,ADR-047,ADR-051/ADR-044/ADR-047,EPIC-029/EPIC-060,test_free_acquisition_policy_states_fail_closed_paid_ambiguous,NONE,NONE,NO,NO,PASS
REQ-SRG-001,NAO_FUNCIONAL,P1,ADR-053,ADR-046/ADR-047/ADR-053,EPIC-028,test_layered_versioned_stratified_scientific_baselines_sentinels_and_blind_promotion_set,NONE,NONE,NO,NO,PASS
REQ-SRG-002,NAO_FUNCIONAL,P1,ADR-053,ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026,EPIC-005/EPIC-028,test_change_impact_graph_mandatory_tiers_and_full_promotion_matrix,NONE,NONE,NO,NO,PASS
REQ-SRG-003,NAO_FUNCIONAL,P0,ADR-053,ADR-046/ADR-047/ADR-053,EPIC-028/EPIC-043,test_multidimensional_promotion_gate_stratified_budgets_uncertainty_and_no_hard_gate_compensation,NONE,NONE,NO,NO,PASS
REQ-SRG-004,NAO_FUNCIONAL,P1,ADR-053,ADR-051/ADR-018/ADR-036/ADR-046/ADR-047/ADR-048/ADR-027/ADR-050/ADR-053,EPIC-028/EPIC-043/EPIC-049,test_versioned_scientific_pipeline_bundle_dual_run_pinning_atomic_promotion_and_rollback,NONE,NONE,NO,NO,PASS
REQ-SRP-001,NAO_FUNCIONAL,P1,ADR-039,ADR-039/ADR-041/ADR-050,EPIC-040/EPIC-104,test_scheduler_execution_snapshot_selective_immutable_redacted_and_versioned,NONE,NONE,NO,NO,PASS
REQ-SRP-002,FUNCIONAL,P1,ADR-039,ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026,EPIC-005/EPIC-104,test_offline_scheduler_decision_replay_without_scientific_workload_or_providers,NONE,NONE,NO,NO,PASS
REQ-SRP-003,FUNCIONAL,P1,ADR-039,ADR-018/ADR-046/ADR-039/ADR-048/ADR-041/ADR-050/ADR-053/ADR-026,EPIC-037/EPIC-104,test_invariant_equivalence_divergence_classification_and_first_causal_event,NONE,NONE,NO,NO,PASS
REQ-SRP-004,NAO_FUNCIONAL,P1,ADR-039,ADR-034/ADR-039/ADR-027/ADR-054,EPIC-073/EPIC-076/EPIC-104,test_signed_redacted_retained_scheduler_reproduction_bundle_limits,NONE,NONE,NO,NO,PASS
REQ-SUP-001,NAO_FUNCIONAL,P0,ADR-034,ADR-051/ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026,EPIC-005/EPIC-080,test_release_sbom_signature_provenance_immutable_pins,NONE,NONE,NO,NO,PASS
REQ-TOOL-001,NAO_FUNCIONAL,P1,AP-001,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002,test_python_312_primary_and_upgrade_gates,NONE,NONE,NO,NO,PASS
REQ-TOOL-002,NAO_FUNCIONAL,P1,AP-001,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002,test_uv_lock_frozen,NONE,NONE,NO,NO,PASS
REQ-TOOL-003,NAO_FUNCIONAL,P1,ADR-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-044/ADR-041/ADR-026,EPIC-004,test_fastapi_openapi_contract,NONE,NONE,NO,NO,PASS
REQ-TOOL-004,NAO_FUNCIONAL,P1,ADR-018,ADR-002/ADR-018/ADR-039/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-012/EPIC-013,test_sqlalchemy_alembic_postgis,NONE,NONE,NO,NO,PASS
REQ-TOOL-005,NAO_FUNCIONAL,P1,ADR-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-039/ADR-044/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-002/EPIC-004/EPIC-012,test_model_boundary_architecture,NONE,NONE,NO,NO,PASS
REQ-TOOL-006,NAO_FUNCIONAL,P1,AP-001,ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026,EPIC-005,test_ruff_mypy_gate,NONE,NONE,NO,NO,PASS
REQ-TOOL-007,NAO_FUNCIONAL,P1,AP-001,ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026,EPIC-005/EPIC-028,test_pytest_real_services,NONE,NONE,NO,NO,PASS
REQ-TOOL-008,NAO_FUNCIONAL,P1,AP-001,ADR-002/ADR-053,EPIC-031/EPIC-043,test_node_pnpm_lock,NONE,NONE,NO,NO,PASS
REQ-TOOL-009,NAO_FUNCIONAL,P1,AP-001,ADR-002/ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026,EPIC-005/EPIC-031,test_frontend_strict_and_browser,NONE,NONE,NO,NO,PASS
REQ-TOOL-010,NAO_FUNCIONAL,P1,AP-001,ADR-002/ADR-054/ADR-053/ADR-026,EPIC-001/EPIC-043,test_make_ci_parity,NONE,NONE,NO,NO,PASS
REQ-TOP-001,FUNCIONAL,P0,ADR-002,ADR-051/ADR-002/ADR-018/ADR-036/ADR-034/ADR-044/ADR-041/ADR-026,EPIC-003/EPIC-004/EPIC-015,cli_api_semantic_contract,NONE,NONE,NO,NO,PASS
REQ-TST-001,FUNCIONAL,P0,AP-008,ADR-051/ADR-002/ADR-034/ADR-046/ADR-047/ADR-054/ADR-053,EPIC-006/EPIC-028/EPIC-092,test_corpus_license_hash_split_and_access_integrity,NONE,NONE,NO,NO,PASS
REQ-UPG-001,NAO_FUNCIONAL,P0,ADR-026,ADR-034/ADR-027/ADR-026,EPIC-071/EPIC-072/EPIC-081,test_orchestrated_upgrade_preflight_migrations_rollback_restore,NONE,NONE,NO,NO,PASS
REQ-UPG-002,NAO_FUNCIONAL,P0,ADR-026,ADR-002/ADR-018/ADR-039/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-012/EPIC-106/EPIC-107,test_singleton_upgrade_controller_lease_preflight_checkpoint_resume_and_split_brain_prevention,NONE,NONE,NO,NO,PASS
REQ-UPG-003,NAO_FUNCIONAL,P0,ADR-026,ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-050/ADR-053/ADR-026,EPIC-005/EPIC-075/EPIC-107,test_post_migration_multidimensional_evidence_gate_canary_and_atomic_cutover,NONE,NONE,NO,NO,PASS
REQ-UPG-004,NAO_FUNCIONAL,P0,ADR-026,ADR-027/ADR-026,EPIC-072/EPIC-105/EPIC-107,test_phase_aware_recovery_writer_blocking_forward_fix_compatible_rollback_and_validated_restore,NONE,NONE,NO,NO,PASS
REQ-UPG-005,NAO_FUNCIONAL,P1,ADR-026,ADR-051/ADR-002/ADR-018/ADR-034/ADR-044/ADR-041/ADR-026,EPIC-004/EPIC-105/EPIC-107,test_phased_rollout_limited_mixed_version_window_drain_and_long_job_pinning,NONE,NONE,NO,NO,PASS
REQ-UX-001,FUNCIONAL,P0,ADR-002,ADR-002/ADR-044/ADR-049/ADR-050,EPIC-031/EPIC-032,e2e_no_terminal_primary_workflow,NONE,NONE,NO,NO,PASS
REQ-UX-002,NAO_FUNCIONAL,P0,ADR-044;ADR-051,ADR-051/ADR-002/ADR-018/ADR-034/ADR-044/ADR-047/ADR-041/ADR-026,EPIC-004/EPIC-029/EPIC-033,test_no_duplicate_modes_processing_plan_roundtrip,NONE,NONE,NO,NO,PASS
REQ-UX-003,FUNCIONAL,P1,PRODUCT_UX,ADR-051/ADR-046,EPIC-036,visual_examples_license_accessibility_e2e,NONE,NONE,NO,NO,PASS
REQ-WORKER-001,NAO_FUNCIONAL,P1,AP-007,ADR-002/ADR-018/ADR-036/ADR-044/ADR-054/ADR-041,EPIC-002/EPIC-014/EPIC-039,test_req_worker_001,NONE,NONE,NO,NO,PASS
REQ-WORKER-002,NAO_FUNCIONAL,P1,AP-007,ADR-002/ADR-018/ADR-036/ADR-044/ADR-054/ADR-041,EPIC-002/EPIC-014/EPIC-039,test_req_worker_002,NONE,NONE,NO,NO,PASS
REQ-WORKER-003,NAO_FUNCIONAL,P1,AP-007,ADR-002/ADR-018/ADR-036/ADR-044/ADR-054/ADR-041,EPIC-002/EPIC-014/EPIC-039,test_req_worker_003,NONE,NONE,NO,NO,PASS
REQ-WORKER-004,NAO_FUNCIONAL,P1,AP-007,ADR-002/ADR-018/ADR-036/ADR-044/ADR-054/ADR-041,EPIC-002/EPIC-014/EPIC-039,test_req_worker_004,NONE,NONE,NO,NO,PASS
REQ-WORKER-005,NAO_FUNCIONAL,P1,AP-007,ADR-002/ADR-018/ADR-036/ADR-044/ADR-054/ADR-041,EPIC-002/EPIC-014/EPIC-039,test_req_worker_005,NONE,NONE,NO,NO,PASS
REQ-WORKER-006,NAO_FUNCIONAL,P1,AP-007,ADR-002/ADR-018/ADR-036/ADR-044/ADR-054/ADR-041,EPIC-002/EPIC-014/EPIC-039,test_req_worker_006,NONE,NONE,NO,NO,PASS
REQ-WORKER-007,NAO_FUNCIONAL,P1,AP-007,ADR-002/ADR-018/ADR-036/ADR-044/ADR-054/ADR-041,EPIC-002/EPIC-014/EPIC-039,test_req_worker_007,NONE,NONE,NO,NO,PASS
REQ-WORKER-008,NAO_FUNCIONAL,P1,AP-007,ADR-002/ADR-018/ADR-036/ADR-044/ADR-054/ADR-041,EPIC-002/EPIC-014/EPIC-039,test_req_worker_008,NONE,NONE,NO,NO,PASS
REQ-WORKER-009,NAO_FUNCIONAL,P1,AP-007,ADR-002/ADR-018/ADR-036/ADR-044/ADR-054/ADR-041,EPIC-002/EPIC-014/EPIC-039,test_req_worker_009,NONE,NONE,NO,NO,PASS
REQ-WORKER-010,NAO_FUNCIONAL,P1,AP-007,ADR-002/ADR-018/ADR-036/ADR-044/ADR-054/ADR-041,EPIC-002/EPIC-014/EPIC-039,test_req_worker_010,NONE,NONE,NO,NO,PASS
