issue_id,type,status,epic_id,sprint,bounded_context,bounded_context_name,owner_role,file,governing_adrs,criterion_ids,rr_status,ddd_status,phase_f_status,phase_g_status,cto_risk_tier
ISSUE-0667,Implementable story,planned,EPIC-090,SPRINT-001,BC-001,Governança de Engenharia e Entrega,DevOps,STORY-0557-ISSUE-0667-automatizar-validacoes-e-controles-issue-forms-templates-e-taxonomia-de-ti.md,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,AC-ISSUE-0667-01/AC-ISSUE-0667-02/AC-ISSUE-0667-03/AC-ISSUE-0667-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0668,Implementable story,planned,EPIC-090,SPRINT-001,BC-001,Governança de Engenharia e Entrega,Tech Lead,STORY-0558-ISSUE-0668-integrar-a-capacidade-ao-fluxo-do-repositorio-issue-forms-templates-e-taxo.md,ADR-003/ADR-006/ADR-007/ADR-008,AC-ISSUE-0668-01/AC-ISSUE-0668-02/AC-ISSUE-0668-03/AC-ISSUE-0668-04,PASS,PASS,PASS,PASS,MEDIUM
ISSUE-0669,Implementable story,planned,EPIC-090,SPRINT-001,BC-001,Governança de Engenharia e Entrega,Reviewer,STORY-0559-ISSUE-0669-validar-evidencia-e-realizar-auditoria-final-issue-forms-templates-e-taxon.md,ADR-003/ADR-006/ADR-007/ADR-008,AC-ISSUE-0669-01/AC-ISSUE-0669-02/AC-ISSUE-0669-03/AC-ISSUE-0669-04,PASS,PASS,PASS,PASS,MEDIUM
ISSUE-0670,Implementable story,planned,EPIC-091,SPRINT-001,BC-001,Governança de Engenharia e Entrega,Arquiteto,STORY-0560-ISSUE-0670-definir-escopo-contratos-e-invariantes-ruleset-de-main-checks-unicos-codeo.md,ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-016,AC-ISSUE-0670-01/AC-ISSUE-0670-02/AC-ISSUE-0670-03/AC-ISSUE-0670-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0671,Implementable story,planned,EPIC-091,SPRINT-001,BC-001,Governança de Engenharia e Entrega,Tech Lead,STORY-0561-ISSUE-0671-materializar-a-fundacao-executavel-ruleset-de-main-checks-unicos-codeowner.md,ADR-003/ADR-006/ADR-007/ADR-008/ADR-016/ADR-057,AC-ISSUE-0671-01/AC-ISSUE-0671-02/AC-ISSUE-0671-03/AC-ISSUE-0671-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0672,Implementable story,planned,EPIC-091,SPRINT-001,BC-001,Governança de Engenharia e Entrega,DevOps,STORY-0562-ISSUE-0672-automatizar-validacoes-e-controles-ruleset-de-main-checks-unicos-codeowner.md,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,AC-ISSUE-0672-01/AC-ISSUE-0672-02/AC-ISSUE-0672-03/AC-ISSUE-0672-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0673,Implementable story,planned,EPIC-091,SPRINT-001,BC-001,Governança de Engenharia e Entrega,Tech Lead,STORY-0563-ISSUE-0673-integrar-a-capacidade-ao-fluxo-do-repositorio-ruleset-de-main-checks-unico.md,ADR-003/ADR-006/ADR-007/ADR-008,AC-ISSUE-0673-01/AC-ISSUE-0673-02/AC-ISSUE-0673-03/AC-ISSUE-0673-04,PASS,PASS,PASS,PASS,MEDIUM
ISSUE-0674,Implementable story,planned,EPIC-091,SPRINT-001,BC-001,Governança de Engenharia e Entrega,Reviewer,STORY-0564-ISSUE-0674-validar-evidencia-e-realizar-auditoria-final-ruleset-de-main-checks-unicos.md,ADR-003/ADR-006/ADR-007/ADR-008,AC-ISSUE-0674-01/AC-ISSUE-0674-02/AC-ISSUE-0674-03/AC-ISSUE-0674-04,PASS,PASS,PASS,PASS,MEDIUM
ISSUE-0675,Implementable story,planned,EPIC-092,SPRINT-001,BC-001,Governança de Engenharia e Entrega,Arquiteto,STORY-0565-ISSUE-0675-definir-escopo-contratos-e-invariantes-fechamento-da-sprint-001-e-autoriza.md,ADR-002/ADR-003/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,AC-ISSUE-0675-01/AC-ISSUE-0675-02/AC-ISSUE-0675-03/AC-ISSUE-0675-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0676,Implementable story,planned,EPIC-092,SPRINT-001,BC-001,Governança de Engenharia e Entrega,Tech Lead,STORY-0566-ISSUE-0676-materializar-a-fundacao-executavel-fechamento-da-sprint-001-e-autorizacao.md,ADR-001/ADR-003/ADR-006/ADR-007/ADR-008/ADR-053/ADR-057,AC-ISSUE-0676-01/AC-ISSUE-0676-02/AC-ISSUE-0676-03/AC-ISSUE-0676-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0677,Implementable story,planned,EPIC-092,SPRINT-001,BC-001,Governança de Engenharia e Entrega,DevOps,STORY-0567-ISSUE-0677-automatizar-validacoes-e-controles-fechamento-da-sprint-001-e-autorizacao.md,ADR-003/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034,AC-ISSUE-0677-01/AC-ISSUE-0677-02/AC-ISSUE-0677-03/AC-ISSUE-0677-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0678,Implementable story,planned,EPIC-092,SPRINT-001,BC-001,Governança de Engenharia e Entrega,Tech Lead,STORY-0568-ISSUE-0678-integrar-a-capacidade-ao-fluxo-do-repositorio-fechamento-da-sprint-001-e-a.md,ADR-003/ADR-006/ADR-007/ADR-008,AC-ISSUE-0678-01/AC-ISSUE-0678-02/AC-ISSUE-0678-03/AC-ISSUE-0678-04,PASS,PASS,PASS,PASS,MEDIUM
ISSUE-0679,Implementable story,planned,EPIC-092,SPRINT-001,BC-001,Governança de Engenharia e Entrega,Reviewer,STORY-0569-ISSUE-0679-validar-evidencia-e-realizar-auditoria-final-fechamento-da-sprint-001-e-au.md,ADR-003/ADR-006/ADR-007/ADR-008,AC-ISSUE-0679-01/AC-ISSUE-0679-02/AC-ISSUE-0679-03/AC-ISSUE-0679-04,PASS,PASS,PASS,PASS,MEDIUM
ISSUE-0680,Implementable story,planned,EPIC-093,SPRINT-007,BC-006,Georreferenciamento,Arquiteto,STORY-0570-ISSUE-0680-definir-contrato-cientifico-e-invariantes-contratos-de-crs-espacos-de-coor.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043,AC-ISSUE-0680-01/AC-ISSUE-0680-02/AC-ISSUE-0680-03/AC-ISSUE-0680-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0681,Implementable story,planned,EPIC-093,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0571-ISSUE-0681-preparar-corpus-fixtures-e-representacao-tipada-contratos-de-crs-espacos-d.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0681-01/AC-ISSUE-0681-02/AC-ISSUE-0681-03/AC-ISSUE-0681-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0682,Implementable story,planned,EPIC-093,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0572-ISSUE-0682-implementar-o-nucleo-algoritmico-contratos-de-crs-espacos-de-coordenadas-o.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0682-01/AC-ISSUE-0682-02/AC-ISSUE-0682-03/AC-ISSUE-0682-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0683,Implementable story,planned,EPIC-093,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0573-ISSUE-0683-integrar-ao-processingplan-e-pipeline-contratos-de-crs-espacos-de-coordena.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0683-01/AC-ISSUE-0683-02/AC-ISSUE-0683-03/AC-ISSUE-0683-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0684,Implementable story,planned,EPIC-093,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0574-ISSUE-0684-produzir-metricas-diagnostico-e-lineage-contratos-de-crs-espacos-de-coorde.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0684-01/AC-ISSUE-0684-02/AC-ISSUE-0684-03/AC-ISSUE-0684-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0685,Implementable story,planned,EPIC-093,SPRINT-007,BC-006,Georreferenciamento,QA,STORY-0575-ISSUE-0685-executar-benchmark-negativos-e-regressao-cientifica-contratos-de-crs-espac.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0685-01/AC-ISSUE-0685-02/AC-ISSUE-0685-03/AC-ISSUE-0685-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0686,Implementable story,planned,EPIC-093,SPRINT-007,BC-006,Georreferenciamento,Reviewer,STORY-0576-ISSUE-0686-auditar-evidencia-cientifica-e-final-contratos-de-crs-espacos-de-coordenad.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0686-01/AC-ISSUE-0686-02/AC-ISSUE-0686-03/AC-ISSUE-0686-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0687,Implementable story,planned,EPIC-094,SPRINT-007,BC-006,Georreferenciamento,Arquiteto,STORY-0577-ISSUE-0687-definir-contrato-cientifico-e-invariantes-registry-e-transformacoes-de-crs.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043,AC-ISSUE-0687-01/AC-ISSUE-0687-02/AC-ISSUE-0687-03/AC-ISSUE-0687-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0688,Implementable story,planned,EPIC-094,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0578-ISSUE-0688-preparar-corpus-fixtures-e-representacao-tipada-registry-e-transformacoes.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0688-01/AC-ISSUE-0688-02/AC-ISSUE-0688-03/AC-ISSUE-0688-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0689,Implementable story,planned,EPIC-094,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0579-ISSUE-0689-implementar-o-nucleo-algoritmico-registry-e-transformacoes-de-crs.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0689-01/AC-ISSUE-0689-02/AC-ISSUE-0689-03/AC-ISSUE-0689-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0690,Implementable story,planned,EPIC-094,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0580-ISSUE-0690-integrar-ao-processingplan-e-pipeline-registry-e-transformacoes-de-crs.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0690-01/AC-ISSUE-0690-02/AC-ISSUE-0690-03/AC-ISSUE-0690-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0691,Implementable story,planned,EPIC-094,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0581-ISSUE-0691-produzir-metricas-diagnostico-e-lineage-registry-e-transformacoes-de-crs.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0691-01/AC-ISSUE-0691-02/AC-ISSUE-0691-03/AC-ISSUE-0691-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0692,Implementable story,planned,EPIC-094,SPRINT-007,BC-006,Georreferenciamento,QA,STORY-0582-ISSUE-0692-executar-benchmark-negativos-e-regressao-cientifica-registry-e-transformac.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0692-01/AC-ISSUE-0692-02/AC-ISSUE-0692-03/AC-ISSUE-0692-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0693,Implementable story,planned,EPIC-094,SPRINT-007,BC-006,Georreferenciamento,Reviewer,STORY-0583-ISSUE-0693-auditar-evidencia-cientifica-e-final-registry-e-transformacoes-de-crs.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0693-01/AC-ISSUE-0693-02/AC-ISSUE-0693-03/AC-ISSUE-0693-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0694,Implementable story,planned,EPIC-095,SPRINT-007,BC-006,Georreferenciamento,Arquiteto,STORY-0584-ISSUE-0694-definir-contrato-cientifico-e-invariantes-validade-raster-explicita.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0694-01/AC-ISSUE-0694-02/AC-ISSUE-0694-03/AC-ISSUE-0694-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0695,Implementable story,planned,EPIC-095,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0585-ISSUE-0695-preparar-corpus-fixtures-e-representacao-tipada-validade-raster-explicita.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0695-01/AC-ISSUE-0695-02/AC-ISSUE-0695-03/AC-ISSUE-0695-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0696,Implementable story,planned,EPIC-095,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0586-ISSUE-0696-implementar-o-nucleo-algoritmico-validade-raster-explicita.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0696-01/AC-ISSUE-0696-02/AC-ISSUE-0696-03/AC-ISSUE-0696-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0697,Implementable story,planned,EPIC-095,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0587-ISSUE-0697-integrar-ao-processingplan-e-pipeline-validade-raster-explicita.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0697-01/AC-ISSUE-0697-02/AC-ISSUE-0697-03/AC-ISSUE-0697-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0698,Implementable story,planned,EPIC-095,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0588-ISSUE-0698-produzir-metricas-diagnostico-e-lineage-validade-raster-explicita.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0698-01/AC-ISSUE-0698-02/AC-ISSUE-0698-03/AC-ISSUE-0698-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0699,Implementable story,planned,EPIC-095,SPRINT-007,BC-006,Georreferenciamento,QA,STORY-0589-ISSUE-0699-executar-benchmark-negativos-e-regressao-cientifica-validade-raster-explic.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0699-01/AC-ISSUE-0699-02/AC-ISSUE-0699-03/AC-ISSUE-0699-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0700,Implementable story,planned,EPIC-095,SPRINT-007,BC-006,Georreferenciamento,Reviewer,STORY-0590-ISSUE-0700-auditar-evidencia-cientifica-e-final-validade-raster-explicita.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0700-01/AC-ISSUE-0700-02/AC-ISSUE-0700-03/AC-ISSUE-0700-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0701,Implementable story,planned,EPIC-096,SPRINT-007,BC-006,Georreferenciamento,Arquiteto,STORY-0591-ISSUE-0701-definir-contrato-cientifico-e-invariantes-seletor-e-validador-de-crs.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-025/ADR-034/ADR-041/ADR-042/ADR-043,AC-ISSUE-0701-01/AC-ISSUE-0701-02/AC-ISSUE-0701-03/AC-ISSUE-0701-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0702,Implementable story,planned,EPIC-096,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0592-ISSUE-0702-preparar-corpus-fixtures-e-representacao-tipada-seletor-e-validador-de-crs.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-025/ADR-041/ADR-042/ADR-043,AC-ISSUE-0702-01/AC-ISSUE-0702-02/AC-ISSUE-0702-03/AC-ISSUE-0702-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0703,Implementable story,planned,EPIC-096,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0593-ISSUE-0703-implementar-o-nucleo-algoritmico-seletor-e-validador-de-crs.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-025/ADR-041/ADR-042/ADR-043,AC-ISSUE-0703-01/AC-ISSUE-0703-02/AC-ISSUE-0703-03/AC-ISSUE-0703-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0704,Implementable story,planned,EPIC-096,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0594-ISSUE-0704-integrar-ao-processingplan-e-pipeline-seletor-e-validador-de-crs.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-025/ADR-041/ADR-042/ADR-043,AC-ISSUE-0704-01/AC-ISSUE-0704-02/AC-ISSUE-0704-03/AC-ISSUE-0704-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0705,Implementable story,planned,EPIC-096,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0595-ISSUE-0705-produzir-metricas-diagnostico-e-lineage-seletor-e-validador-de-crs.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-025/ADR-041/ADR-042/ADR-043,AC-ISSUE-0705-01/AC-ISSUE-0705-02/AC-ISSUE-0705-03/AC-ISSUE-0705-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0706,Implementable story,planned,EPIC-096,SPRINT-007,BC-006,Georreferenciamento,QA,STORY-0596-ISSUE-0706-executar-benchmark-negativos-e-regressao-cientifica-seletor-e-validador-de.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0706-01/AC-ISSUE-0706-02/AC-ISSUE-0706-03/AC-ISSUE-0706-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0707,Implementable story,planned,EPIC-096,SPRINT-007,BC-006,Georreferenciamento,Reviewer,STORY-0597-ISSUE-0707-auditar-evidencia-cientifica-e-final-seletor-e-validador-de-crs.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,AC-ISSUE-0707-01/AC-ISSUE-0707-02/AC-ISSUE-0707-03/AC-ISSUE-0707-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0708,Implementable story,planned,EPIC-097,SPRINT-007,BC-006,Georreferenciamento,Arquiteto,STORY-0598-ISSUE-0708-definir-contrato-cientifico-e-invariantes-grade-resolucao-e-reamostragem.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0708-01/AC-ISSUE-0708-02/AC-ISSUE-0708-03/AC-ISSUE-0708-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0709,Implementable story,planned,EPIC-097,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0599-ISSUE-0709-preparar-corpus-fixtures-e-representacao-tipada-grade-resolucao-e-reamostr.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-040/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0709-01/AC-ISSUE-0709-02/AC-ISSUE-0709-03/AC-ISSUE-0709-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0710,Implementable story,planned,EPIC-097,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0600-ISSUE-0710-implementar-o-nucleo-algoritmico-grade-resolucao-e-reamostragem.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0710-01/AC-ISSUE-0710-02/AC-ISSUE-0710-03/AC-ISSUE-0710-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0711,Implementable story,planned,EPIC-097,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0601-ISSUE-0711-integrar-ao-processingplan-e-pipeline-grade-resolucao-e-reamostragem.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0711-01/AC-ISSUE-0711-02/AC-ISSUE-0711-03/AC-ISSUE-0711-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0712,Implementable story,planned,EPIC-097,SPRINT-007,BC-006,Georreferenciamento,Geoprocessamento,STORY-0602-ISSUE-0712-produzir-metricas-diagnostico-e-lineage-grade-resolucao-e-reamostragem.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0712-01/AC-ISSUE-0712-02/AC-ISSUE-0712-03/AC-ISSUE-0712-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0713,Implementable story,planned,EPIC-097,SPRINT-007,BC-006,Georreferenciamento,QA,STORY-0603-ISSUE-0713-executar-benchmark-negativos-e-regressao-cientifica-grade-resolucao-e-ream.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0713-01/AC-ISSUE-0713-02/AC-ISSUE-0713-03/AC-ISSUE-0713-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0714,Implementable story,planned,EPIC-097,SPRINT-007,BC-006,Georreferenciamento,Reviewer,STORY-0604-ISSUE-0714-auditar-evidencia-cientifica-e-final-grade-resolucao-e-reamostragem.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-049,AC-ISSUE-0714-01/AC-ISSUE-0714-02/AC-ISSUE-0714-03/AC-ISSUE-0714-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0715,Implementable story,planned,EPIC-098,SPRINT-007,BC-008,Mosaico Relativo,Arquiteto,STORY-0605-ISSUE-0715-definir-contrato-cientifico-e-invariantes-mosaico-relativo-de-recuperacao.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-044/ADR-049/ADR-050,AC-ISSUE-0715-01/AC-ISSUE-0715-02/AC-ISSUE-0715-03/AC-ISSUE-0715-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0716,Implementable story,planned,EPIC-098,SPRINT-007,BC-008,Mosaico Relativo,Geoprocessamento,STORY-0606-ISSUE-0716-preparar-corpus-fixtures-e-representacao-tipada-mosaico-relativo-de-recupe.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-040/ADR-041/ADR-042/ADR-043/ADR-044/ADR-049/ADR-050,AC-ISSUE-0716-01/AC-ISSUE-0716-02/AC-ISSUE-0716-03/AC-ISSUE-0716-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0717,Implementable story,planned,EPIC-098,SPRINT-007,BC-008,Mosaico Relativo,Geoprocessamento,STORY-0607-ISSUE-0717-implementar-o-nucleo-algoritmico-mosaico-relativo-de-recuperacao.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-036/ADR-041/ADR-042/ADR-043/ADR-044/ADR-049/ADR-050,AC-ISSUE-0717-01/AC-ISSUE-0717-02/AC-ISSUE-0717-03/AC-ISSUE-0717-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0718,Implementable story,planned,EPIC-098,SPRINT-007,BC-008,Mosaico Relativo,Geoprocessamento,STORY-0608-ISSUE-0718-integrar-ao-processingplan-e-pipeline-mosaico-relativo-de-recuperacao.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044/ADR-049/ADR-050,AC-ISSUE-0718-01/AC-ISSUE-0718-02/AC-ISSUE-0718-03/AC-ISSUE-0718-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0719,Implementable story,planned,EPIC-098,SPRINT-007,BC-008,Mosaico Relativo,Geoprocessamento,STORY-0609-ISSUE-0719-produzir-metricas-diagnostico-e-lineage-mosaico-relativo-de-recuperacao.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044/ADR-049/ADR-050,AC-ISSUE-0719-01/AC-ISSUE-0719-02/AC-ISSUE-0719-03/AC-ISSUE-0719-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0720,Implementable story,planned,EPIC-098,SPRINT-007,BC-008,Mosaico Relativo,QA,STORY-0610-ISSUE-0720-executar-benchmark-negativos-e-regressao-cientifica-mosaico-relativo-de-re.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044/ADR-049/ADR-050,AC-ISSUE-0720-01/AC-ISSUE-0720-02/AC-ISSUE-0720-03/AC-ISSUE-0720-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0721,Implementable story,planned,EPIC-098,SPRINT-007,BC-008,Mosaico Relativo,Reviewer,STORY-0611-ISSUE-0721-auditar-evidencia-cientifica-e-final-mosaico-relativo-de-recuperacao.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044/ADR-049/ADR-050,AC-ISSUE-0721-01/AC-ISSUE-0721-02/AC-ISSUE-0721-03/AC-ISSUE-0721-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0722,Implementable story,planned,EPIC-099,SPRINT-008,BC-008,Mosaico Relativo,Arquiteto,STORY-0612-ISSUE-0722-definir-contrato-cientifico-e-invariantes-ancoragem-e-recuperacao-a-partir.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-045/ADR-049/ADR-050,AC-ISSUE-0722-01/AC-ISSUE-0722-02/AC-ISSUE-0722-03/AC-ISSUE-0722-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0723,Implementable story,planned,EPIC-099,SPRINT-008,BC-008,Mosaico Relativo,Geoprocessamento,STORY-0613-ISSUE-0723-preparar-corpus-fixtures-e-representacao-tipada-ancoragem-e-recuperacao-a.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-045/ADR-049/ADR-050,AC-ISSUE-0723-01/AC-ISSUE-0723-02/AC-ISSUE-0723-03/AC-ISSUE-0723-04,PASS,PASS,PASS,PASS,HIGH
